response_id,research_id,respondent_id,object,original_response,cleaned_response,translated_response,combined_response,final_response,originality_rater02,utility_rater02
20273.1,CES201802,1493,can,ijzer,ijzer,iron,use can as iron,use can as iron,1,5
20373,CES201802,1505,can,ijzer,ijzer,iron,use can as iron,use can as iron,1,5
22360,CES201802,1766,can,ijzer,ijzer,iron,use can as iron,use can as iron,1,5
22713,CES201802,1811,can,Ijzer,ijzer,iron,use can as iron,use can as iron,1,5
20806,CES201802,1555,can,inblikken,inblikken,canning,use can as canning,use can as canning,1,5
22990.3,CES201802,1843,can, insecten,insecten,insects,use can as insects,use can as insects,2,5
22599,CES201802,1796,can,insecten mee vangen,insecten vangen,catching insects,use can as catching insects,use can as catching insects,2,5
18988,CES201802,1333,can,instrument,instrument,instrument,use can as instrument,use can as instrument,3,4
19003,CES201802,1332,can,intrument,instrument,instrument,use can as instrument,use can as instrument,3,4
19004,CES201802,1332,can,instrument,instrument,instrument,use can as instrument,use can as instrument,3,4
19146,CES201802,1351,can,Instrument,instrument,instrument,use can as instrument,use can as instrument,3,4
19381,CES201802,1385,can,instrument,instrument,instrument,use can as instrument,use can as instrument,3,4
19395,CES201802,1386,can,Instrument,instrument,instrument,use can as instrument,use can as instrument,3,4
19734,CES201802,1423,can,INSTRUMENT,instrument,instrument,use can as instrument,use can as instrument,3,4
19846,CES201802,1442,can,instrument,instrument,instrument,use can as instrument,use can as instrument,3,4
19916,CES201802,1448,can,instrument,instrument,instrument,use can as instrument,use can as instrument,3,4
20173,CES201802,1477,can,instrument (bonen erin),instrument,instrument,use can as instrument,use can as instrument,3,4
20397,CES201802,1506,can,instrument,instrument,instrument,use can as instrument,use can as instrument,3,4
20558,CES201802,1525,can,instrument,instrument,instrument,use can as instrument,use can as instrument,3,4
21490,CES201802,1650,can,instrument,instrument,instrument,use can as instrument,use can as instrument,3,4
22888,CES201802,1832,can,instrument,instrument,instrument,use can as instrument,use can as instrument,3,4
20219,CES201802,1483,can,invouwbaar,invouwbaar,collapsible,use can as collapsible,use can as collapsible,0,0
22182,CES201802,1745,can,irrigratievat maken,irrigratie vat,irrigation barrel,use can as irrigation barrel,use can as irrigation barrel,4,3
22346,CES201802,1767,can,isolatielaag,isolatielaag,insulation layer,use can as insulation layer,use can as insulation layer,4,4
19760,CES201802,1428,can,isolatiemateriaal,isolatiemateriaal,insulation material,use can as insulation material,use can as insulation material,4,4
21915,CES201802,1708,can,jas,jas,jacket,use can as jacket,use can as jacket,3,2
19558,CES201802,1409,can,jembÃ©,jembã,jembã,use can as jembã,use can as jembÃ£,3,4
21021,CES201802,1583,can,.jk,jk,jk,use can as jk,use can as jk,0,0
20382,CES201802,1505,can,jongeren,jongeren,young people,use can as young people,use can as young people,0,0
20950,CES201802,1570,can,jongeleren,jongleren,juggling,use can as juggling,use can as juggling,3,4
21464,CES201802,1649,can,jongleren,jongleren,juggling,use can as juggling,use can as juggling,3,4
21485,CES201802,1651,can,jongleren,jongleren,juggling,use can as juggling,use can as juggling,3,4
22679,CES201802,1807,can,jongleren,jongleren,juggling,use can as juggling,use can as juggling,3,4
22941,CES201802,1838,can,Jurk maken,jurk,dress,use can as dress,use can as dress,3,3
18976,CES201802,1329,can,kaars,kaars,candle,use can as candle,use can as candle,2,5
19159,CES201802,1352,can,kaars,kaars,candle,use can as candle,use can as candle,2,5
19879,CES201802,1444,can,kaars in doen,kaars,candle,use can as candle,use can as candle,2,5
20636,CES201802,1532,can,kaars,kaars,candle,use can as candle,use can as candle,2,5
21658,CES201802,1671,can,kaars in maken ,kaars,candle,use can as candle,use can as candle,2,5
22566,CES201802,1791,can,kaars,kaars,candle,use can as candle,use can as candle,2,5
22477,CES201802,1782,can,kaars indoen,kaars indoen,put in candle,use can as put in candle,use can as put in candle,2,5
22602,CES201802,1796,can,kaars in stoppen,kaars stoppen,candle stopper,use can as candle stopper,use can as candle stopper,2,5
19115,CES201802,1345,can,kaarsenhouder,kaarsenhouder,candle holder,use can as candle holder,use can as candle holder,2,5
21005,CES201802,1574,can,kaarsenhouder,kaarsenhouder,candle holder,use can as candle holder,use can as candle holder,2,5
21959,CES201802,1715,can,kaarsenhouder van maken,kaarsenhouder,candle holder,use can as candle holder,use can as candle holder,2,5
22453,CES201802,1778,can,kaarsenhouder,kaarsenhouder,candle holder,use can as candle holder,use can as candle holder,2,5
19008,CES201802,1334,can,kaarshouder,kaarshouder,candle holder,use can as candle holder,use can as candle holder,2,5
19350.2,CES201802,1378,can, kaarshouder,kaarshouder,candle holder,use can as candle holder,use can as candle holder,2,5
19351,CES201802,1378,can,kaarshouder,kaarshouder,candle holder,use can as candle holder,use can as candle holder,2,5
19995,CES201802,1451,can,kaarshouder,kaarshouder,candle holder,use can as candle holder,use can as candle holder,2,5
20402,CES201802,1506,can,kaarshouder,kaarshouder,candle holder,use can as candle holder,use can as candle holder,2,5
21426,CES201802,1642,can,kaarshouder,kaarshouder,candle holder,use can as candle holder,use can as candle holder,2,5
22473,CES201802,1781,can,kaarshouder,kaarshouder,candle holder,use can as candle holder,use can as candle holder,2,5
19293,CES201802,1370,can,kaarhouder,kaarthouder,card holder,use can as card holder,use can as card holder,2,5
21223,CES201802,1621,can,kaasschaaf,kaasschaaf,cheese slicer,use can as cheese slicer,use can as cheese slicer,5,2
22547,CES201802,1789,can,kabouterhuis,kabouterhuis,gnome house,use can as gnome house,use can as gnome house,3,3
20813,CES201802,1558,can,kaft van boek,kaft boek,cover book,use can as cover book,use can to cover book,4,3
19690,CES201802,1426,can,kandelaar,kandelaar,candle holder,use can as candle holder,use can as candle holder,2,5
20205,CES201802,1481,can,kandelaar,kandelaar,candle holder,use can as candle holder,use can as candle holder,2,5
21389,CES201802,1640,can,kapot maken,kapot,break,use can as break,use can as break,2,4
21596,CES201802,1663,can,kapot maken,kapot,break,use can as break,use can as break,2,4
21758,CES201802,1685,can,kapot maken,kapot,break,use can as break,use can as break,2,4
22397,CES201802,1771,can,om kapot te trappen,kapot trappen,kick to pieces,use can as kick to pieces,use can as kick to pieces,2,4
21377,CES201802,1638,can,een kast mee recht zetten door het onder te zetten,kast recht zetten onder zetten,straighten cupboard place it underneath,use can as straighten cupboard place it underneath,use can as straighten cupboard place it underneath,3,4
20273.6,CES201802,1493,can, kattenvoer,kattenvoer,cat food,use can as cat food,use can as cat food,1,5
20279,CES201802,1493,can,kattenvoer,kattenvoer,cat food,use can as cat food,use can as cat food,1,5
20637,CES201802,1532,can,kegel,kegel,cone,use can as cone,use can as cone,2,4
22124,CES201802,1737,can,kegel voor bowlen,kegel bowlen,pin bowling,use can as pin bowling,use can as pin bowling,2,4
22430,CES201802,1773,can,kermis attractie,kermis attractie,fairground attraction,use can as fairground attraction,use can as fairground attraction,2,5
22722,CES201802,1811,can,Kermisattractie maken,kermisattractie,fairground attraction,use can as fairground attraction,use can as fairground attraction,2,5
19419,CES201802,1391,can,kermisspel mee doen,kermisspel,carnival game,use can as carnival game,use can as carnival game,2,5
18529,CES201802,1280,can,kerstbal ,kerstbal,Christmas bauble,use can as Christmas bauble,use can as Christmas bauble,4,4
20826,CES201802,1559,can,kerstboom versiering ,kerstboom versiering,Christmas tree decoration,use can as Christmas tree decoration,use can as Christmas tree decoration,4,4
21108,CES201802,1607,can,kerstversiering,kerstversiering,Christmas decorations,use can as Christmas decorations,use can as Christmas decorations,4,4
19038,CES201802,1338,can,ketting,ketting,chain,use can as chain,use can as chain,3,4
19365,CES201802,1383,can,ketting,ketting,chain,use can as chain,use can as chain,3,4
19463,CES201802,1399,can,ketting,ketting,chain,use can as chain,use can as chain,3,4
21116,CES201802,1607,can,ketting,ketting,chain,use can as chain,use can as chain,3,4
21168,CES201802,1614,can,er een ketting van maken,ketting,chain,use can as chain,use can as chain,3,4
21183,CES201802,1616,can,ketting ermee maken,ketting,chain,use can as chain,use can as chain,3,4
21226,CES201802,1621,can,ketting,ketting,chain,use can as chain,use can as chain,3,4
21282,CES201802,1628,can,ketting (van de lipjes),ketting,chain,use can as chain,use can as chain,3,4
21488,CES201802,1650,can,ketting,ketting,chain,use can as chain,use can as chain,3,4
21987,CES201802,1719,can,ketting,ketting,chain,use can as chain,use can as chain,3,4
22296,CES201802,1759,can,ketting van meken,ketting,chain,use can as chain,use can as chain,3,4
22486,CES201802,1783,can,ketting van maken ,ketting,chain,use can as chain,use can as chain,3,4
22910,CES201802,1835,can,ketting maken,ketting,chain,use can as chain,use can as chain,3,4
22956,CES201802,1839,can,aan een ketting,ketting,chain,use can as chain,use can as chain,3,4
23135,CES201802,1859,can,ketting,ketting,chain,use can as chain,use can as chain,3,4
18878,CES201802,1319,can,Ketting maken van de lipjes,ketting lipjes,chain tabs,use can as chain tabs,use can as chain tabs,3,4
23382,CES201802,1888,can,ketting maken van lipjes,ketting lipjes,chain tabs,use can as chain tabs,use can as chain tabs,3,4
19518,CES201802,1404,can,keukengerei,keukengerei,kitchenware,use can as kitchenware,use can as kitchenware,3,3
19133,CES201802,1348,can,kijkdoos,kijkdoos,viewing box,use can as viewing box,use can as viewing box,4,4
19158,CES201802,1352,can,kijken,kijken,look,use can as look,use can as look,2,4
22367,CES201802,1766,can,kijken,kijken,look,use can as look,use can as look,2,4
22680,CES201802,1807,can,kijken,kijken,look,use can as look,use can as look,2,4
19487,CES201802,1400,can,kijker,kijker,viewer,use can as viewer,use can as viewer,2,3
21897,CES201802,1705,can,kindertelefoon,kindertelefoon,children's telephone,use can as children's telephone,use can as children's telephone,2,4
19759,CES201802,1428,can,kleding van maken,kleding,clothing,use can as clothing,use can as clothing,3,3
22433,CES201802,1775,can,kleding,kleding,clothing,use can as clothing,use can as clothing,3,3
23149,CES201802,1862,can,kleding mee maken,kleding,clothing,use can as clothing,use can as clothing,3,3
18886,CES201802,1321,can,kleding maken van blik,kleding blik,clothing look,use can as clothing look,use can as clothing look,3,3
21020,CES201802,1577,can,je kunt er kleding mee maken door het op stof te hangen,kleding stof hangen,hanging clothes fabric,use can as hanging clothes fabric,use can as hanging clothes fabric,3,4
19402,CES201802,1387,can,kledingstuk (denk armband),kledingstuk,garment,use can as garment,use can as garment,3,4
21219,CES201802,1621,can,klein aquarium,klein aquarium,small aquarium,use can as small aquarium,use can as small aquarium,3,3
22431,CES201802,1773,can,een klein rijdend voertuig stoppen,klein rijdend voertuig stoppen,stop small moving vehicle,use can as stop small moving vehicle,use can as stop small moving vehicle,4,3
22395,CES201802,1771,can,kleine frutsel dingen in weggooien,kleine frutsel dingen weggooien,throwing away little frills,use can as throwing away little frills,use can as throwing away little frills,2,4
23525,CES201802,1905,can,kleine pan,kleine pan,small pan,use can as small pan,use can as small pan,3,4
20039.4,CES201802,1463,can, kleuren,kleuren,colour,use can as colour,use can as colour,3,4
20740,CES201802,1548,can,kleuterklas kan het gebruiken,kleuterklas,kindergarten,use can as kindergarten,use can as kindergarten,3,4
21679,CES201802,1675,can,klok,klok,clock,use can as clock,use can as clock,4,2
22005,CES201802,1720,can,knak worstjes,knak worstjes,crack sausages,use can as crack sausages,use can as crack sausages,1,5
19080,CES201802,1342,can,knakworst,knakworst,frankfurter,use can as frankfurter,use can as frankfurter,1,5
18631,CES201802,1290,can,knakworsten,knakworsten,frankfurters,use can as frankfurters,use can as frankfurters,1,5
21385,CES201802,1640,can,knijpen,knijpen,pinch,use can as pinch,use can as pinch,2,4
20958,CES201802,1572,can,in knippen,knippen,cut,use can as cut,use can as cut,3,4
22695,CES201802,1809,can,knippen,knippen,cut,use can as cut,use can as cut,3,4
21663,CES201802,1671,can,*knippen en sieraden van maken,knippen sieraden,cut jewelry,use can as cut jewelry,use can as cut jewelry,3,4
20738.3,CES201802,1548,can, knippen voor een speeltje,knippen speeltje,cut toy,use can as cut toy,use can as cut toy,3,4
20040.3,CES201802,1463,can,knippen en zand erin en bloemetje of schelpen erin,knippen zand erin bloemetje schelpen erin,"cut sand in it, flower and shells in it","use can as cut sand in it, flower and shells in it","use can as cut sand in it, flower and shells in it",3,5
19991,CES201802,1451,can,knutsel materiaal,knutsel materiaal,craft material,use can as craft material,use can as craft material,3,4
20394,CES201802,1504,can,knutsel materiaal,knutsel materiaal,craft material,use can as craft material,use can as craft material,3,4
21896,CES201802,1705,can,knutsel materiaal,knutsel materiaal,craft material,use can as craft material,use can as craft material,3,4
18575,CES201802,1289,can,knutselen,knutselen,craft,use can as craft,use can as craft,3,4
18596,CES201802,1287,can,om mee te knutselen,knutselen,craft,use can as craft,use can as craft,3,4
18655,CES201802,1294,can,knutselen,knutselen,craft,use can as craft,use can as craft,3,4
19231,CES201802,1362,can,Knutselenn,knutselen,craft,use can as craft,use can as craft,3,4
19414,CES201802,1391,can,Mee knutselen,knutselen,craft,use can as craft,use can as craft,3,4
19493,CES201802,1401,can,Knutselen,knutselen,craft,use can as craft,use can as craft,3,4
19874,CES201802,1444,can,knutselen,knutselen,craft,use can as craft,use can as craft,3,4
20247,CES201802,1486,can,knutselen,knutselen,craft,use can as craft,use can as craft,3,4
20333,CES201802,1498,can,knutselen,knutselen,craft,use can as craft,use can as craft,3,4
20696,CES201802,1541,can,Knutselen ,knutselen,craft,use can as craft,use can as craft,3,4
20957,CES201802,1572,can,knutselen,knutselen,craft,use can as craft,use can as craft,3,4
21301,CES201802,1630,can,kan je mee knutselen,knutselen,craft,use can as craft,use can as craft,3,4
